timestamp	winning_class	score	classifier	label	poleno_id	timestamp_utc	full_classification
25.02.2026 10:00:11	13	0.999993443	2025Q2_Gamma_mixed_15sp	taxus	poleno-16	1772013611	{'alnus': 3.0400584827283694e-11, 'fagus': 1.3002546817020286e-09, 'taxus': 0.9999934434890748, 'ulmus': 3.0056337974038167e-10, 'water': 2.4052471303548373e-07, 'betula': 2.0732595658046193e-06, 'corylus': 5.147241566305638e-08, 'populus': 5.828827198683939e-09, 'quercus': 8.619620572858365e-10, 'carpinus': 1.3558491829268604e-10, 'dactylis': 4.89681351023563e-10, 'fraxinus': 4.177225946477847e-06, 'pinaceae': 5.080030580223438e-12, 'platanus': 4.6030117495377e-09, 'cupressus': 1.4129018788278103e-10}
25.02.2026 10:00:11	1	0.979229987	2025Q2_Gamma_mixed_15sp	betula	poleno-16	1772013611	{'alnus': 8.392454509120738e-10, 'fagus': 3.919723496892402e-07, 'taxus': 0.003967566415667534, 'ulmus': 5.056553220583737e-08, 'water': 2.010321622947231e-05, 'betula': 0.9792299866676332, 'corylus': 3.3424068845988586e-08, 'populus': 6.593830903511845e-08, 'quercus': 2.724162300182798e-07, 'carpinus': 4.45015047034758e-09, 'dactylis': 0.003169035306200385, 'fraxinus': 0.013612210750579834, 'pinaceae': 6.502281824083411e-09, 'platanus': 2.852081024684594e-07, 'cupressus': 6.80648370998682e-10}
25.02.2026 10:00:37	9	0.999911189	2025Q2_Gamma_mixed_15sp	dactylis	poleno-16	1772013637	{'alnus': 1.7349419678680531e-09, 'fagus': 4.9215653774581376e-08, 'taxus': 5.474058895060808e-08, 'ulmus': 7.165978366252546e-10, 'water': 1.3408172208073663e-06, 'betula': 2.3657512429053895e-05, 'corylus': 3.760610707104206e-05, 'populus': 1.5004537612384183e-09, 'quercus': 6.757453320460627e-06, 'carpinus': 1.5582824062221334e-06, 'dactylis': 0.9999111890792848, 'fraxinus': 1.5698788047302514e-07, 'pinaceae': 1.7698932424536906e-05, 'platanus': 1.7459507617445524e-08, 'cupressus': 2.4222932992756796e-08}
25.02.2026 10:00:53	0	0.999759376	2025Q2_Gamma_mixed_15sp	alnus	poleno-16	1772013653	{'alnus': 0.9997593760490416, 'fagus': 3.0912331112631364e-06, 'taxus': 1.6692585091959702e-09, 'ulmus': 3.4212128241506434e-08, 'water': 5.48154854840277e-10, 'betula': 0.00023687409702688456, 'corylus': 2.477618776808299e-09, 'populus': 2.1875765199297348e-08, 'quercus': 2.5328085939690936e-07, 'carpinus': 6.147445330562107e-10, 'dactylis': 9.953818325136864e-11, 'fraxinus': 3.448797372129775e-07, 'pinaceae': 1.9752298754949216e-11, 'platanus': 9.294788549940591e-11, 'cupressus': 5.946449062321779e-12}
